good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Evlerinin arka bahçesine muz ağacı dikmişler.,Evlerinin arka bahçesinden muz ağacı dikmişler.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Manav bize en lezzetli maddelerden ayırdı.,Manav bizi en lezzetli maddelerden ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Öyle görünüyor ki anne bebeğine mamasını kaşıkla verdi.,Öyle görünüyor ki anne bebeğini mamasını kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Yazar okurlarına yeni blogunu tanıttı.,Yazar okurlarını yeni blogunu tanıttı.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Demek ki asistanı dosyaları masasına getirdi.,Demek ki asistanı dosyalarla masasına getirdi.,dosyaları,dosyalarla,getirdi,argument_structure,ditransitive
Kız ablasına parayı hiç beklemeden verdi.,Kız ablasından parayı hiç beklemeden verdi.,ablasına,ablasından,verdi,argument_structure,ditransitive
Arkadaşım bana yeni bir ses önerdi.,Arkadaşım benle yeni bir ses önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Evlerinin arka bahçesine ayva ağacı dikmişler.,Evlerinin arka bahçesinden ayva ağacı dikmişler.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Yani garson müşterilere yemekleri servis etti.,Yani garson müşterileri yemekleri servis etti.,müşterilere,müşterileri,servis etti,argument_structure,ditransitive
Öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti.,Öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti.,öğrencilere,öğrencileri,nasihat etti,argument_structure,ditransitive
Mahalledeki çocuklar okulun camına yine taş atıyor.,Mahalledeki çocuklar okulun camını yine taş atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Halam bana el tabası bir kazak hediye etti.,Halam beni el tabası bir kazak hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Kız ablasına paketi hiç beklemeden verdi.,Kız ablasından paketi hiç beklemeden verdi.,ablasına,ablasından,verdi,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete semi yolladı.,Dün sütü ben aldığım için annem markette semi yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Halam bana el sacı bir kazak hediye etti.,Halam beni el sacı bir kazak hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Üzerime koca bir fincan serviyi döktüm.,Üzerimde koca bir fincan serviyi döktüm.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
Kız arkadaşına cipsi hiç düşünmeden verdi.,Kız arkadaşından cipsi hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Küçükken ekmeğimi hep etin suyuna banardım.,Küçükken ekmeğimde hep etin suyuna banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Asistanı dosyaları odasına getirdi.,Asistanı dosyalarla odasına getirdi.,dosyaları,dosyalarla,getirdi,argument_structure,ditransitive
Kız arkadaşına çikolatayı hiç düşünmeden verdi.,Kız arkadaşından çikolatayı hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Yanlış kararlar halkı baskısızlığa mahkum etti.,Yanlış kararlar halkla baskısızlığa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Arkadaşım bana doğum günü hediyesi aldı.,Arkadaşım beni doğum günü hediyesi aldı.,bana,beni,aldı,argument_structure,ditransitive
O halde dedem bana eski hikayeler anlattı.,O halde dedem beni eski hikayeler anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Manav bize en lezzetli yiyeceklerden ayırdı.,Manav bizi en lezzetli yiyeceklerden ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Dedem bana devrimci kitaplarını anlattı.,Dedem beni devrimci kitaplarını anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Dün gece kızı apar topar hastaneye götürdük.,Dün gece kıza apar topar hastaneye götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Şair dinleyicilerine yeni fark kitabını tanıttı.,Şair dinleyicilerini yeni fark kitabını tanıttı.,dinleyicilerine,dinleyicilerini,tanıttı,argument_structure,ditransitive
Bu ödülü düzen bozan gruplara ithaf ediyorum.,Bu ödüle düzen bozan gruplara ithaf ediyorum.,ödülü,ödüle,ithaf ediyorum,argument_structure,ditransitive
Arkadaşım bana en son filmleri verdi.,Arkadaşım beni en son filmleri verdi.,bana,beni,verdi,argument_structure,ditransitive
Küçük çocuk teyzesine mağazadaki oyuncağı gösterdi.,Küçük çocuk teyzesini mağazadaki oyuncağı gösterdi.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Annem kekin içine biraz vanilya koyar.,Annem kekin içini biraz vanilya koyar.,içine,içini,koyar,argument_structure,ditransitive
Manav bize en taze yiyeceklerden ayırdı.,Manav bizi en taze yiyeceklerden ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Görünüşe göre dedem bana eski hikayeler anlattı.,Görünüşe göre dedem beni eski hikayeler anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Çocuk babasına en sevdiği oyuncağı verdi.,Çocuk babasını en sevdiği oyuncağı verdi.,babasına,babasını,verdi,argument_structure,ditransitive
Çocuk annesine yeni bir dansı söyledi.,Çocuk annesini yeni bir dansı söyledi.,annesine,annesini,söyledi,argument_structure,ditransitive
Anne bebeğine sütü tabletle verdi.,Anne bebeğini sütü tabletle verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Takı cenazende geline burma bilezik taktılar.,Takı cenazende gelini burma bilezik taktılar.,geline,gelini,taktılar,argument_structure,ditransitive
Şu halde öğretmen öğrencilere yeni konuyu anlattı.,Şu halde öğretmen öğrencileri yeni konuyu anlattı.,öğrencilere,öğrencileri,anlattı,argument_structure,ditransitive
Bu ödülü düzen bozan kadınlara ithaf ediyorum.,Bu ödüle düzen bozan kadınlara ithaf ediyorum.,ödülü,ödüle,ithaf ediyorum,argument_structure,ditransitive
Yıllardır kendini sadece evine adamış.,Yıllardır kendinden sadece evine adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Kılçıklarını temizlediğiniz mezgiti kraker ununa bulayın.,Kılçıklarını temizlediğiniz mezgite kraker ununa bulayın.,mezgiti,mezgite,bulayın,argument_structure,ditransitive
Annem kardeşime yeni bir film aldı.,Annem kardeşimi yeni bir film aldı.,kardeşime,kardeşimi,aldı,argument_structure,ditransitive
Şu halde kuzenim köpeği parka götürdü.,Şu halde kuzenim köpeğe parka götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Öğretmen öğrencilere yeni seyi öğretti.,Öğretmen öğrencileri yeni seyi öğretti.,öğrencilere,öğrencileri,öğretti,argument_structure,ditransitive
Gelin altın bileziği babasına hediye etti.,Gelin altın bilezikle babasına hediye etti.,bileziği,bilezikle,hediye etti,argument_structure,ditransitive
Kız ablasına hediyeyi hiç beklemeden verdi.,Kız ablasından hediyeyi hiç beklemeden verdi.,ablasına,ablasından,verdi,argument_structure,ditransitive
O halde çocuk babasına en sevdiği oyuncağı verdi.,O halde çocuk babasını en sevdiği oyuncağı verdi.,babasına,babasını,verdi,argument_structure,ditransitive
Arkadaşım bana doğum günü hediyesi aldı.,Arkadaşım beni doğum günü hediyesi aldı.,bana,beni,aldı,argument_structure,ditransitive
Çocuk babasına başka bir fark okudu.,Çocuk babasını başka bir fark okudu.,babasına,babasını,okudu,argument_structure,ditransitive
Komşumuz bize taze sebze getirdi.,Komşumuz bizi taze sebze getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Dedem torunlarına efsaneler anlattı.,Dedem torunlarını efsaneler anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Komşumuz bize taze meyva getirdi.,Komşumuz bizi taze meyva getirdi.,bize,bizi,getirdi,argument_structure,ditransitive
Mahalledeki çocuklar babanın camına yine taş atıyor.,Mahalledeki çocuklar babanın camını yine taş atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Ayakkabılarını çıkarıp paltosunu girişteki tuvalete astı.,Ayakkabılarını çıkarıp paltosuna girişteki tuvalete astı.,paltosunu,paltosuna,astı,argument_structure,ditransitive
Şirket personeline yeni oyunlar verdi.,Şirket personelini yeni oyunlar verdi.,personeline,personelini,verdi,argument_structure,ditransitive
Babam yeni telefonunu bana verdi.,Babam yeni telefonuna bana verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Babam bugün markette ilkokul öğretmenime rastlamış.,Babam bugün marketi ilkokul öğretmenime rastlamış.,markette,marketi,rastlamış,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen insanlara ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen insanlara ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Arkadaşım bana doğum günü paketi aldı.,Arkadaşım beni doğum günü paketi aldı.,bana,beni,aldı,argument_structure,ditransitive
Doğum günüm diye barmen bana sigar ısmarladı.,Doğum günüm diye barmen beni sigar ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Yanlış kararlar halkı cezasızlığa mahkum etti.,Yanlış kararlar halkla cezasızlığa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Annem pastanın üstüne biraz çikolata koyar.,Annem pastanın üstünü biraz çikolata koyar.,üstüne,üstünü,koyar,argument_structure,ditransitive
Şirket personeline yeni ortaklar verdi.,Şirket personelini yeni ortaklar verdi.,personeline,personelini,verdi,argument_structure,ditransitive
Halam bana bone hediye etti.,Halam beni bone hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Şirket çalışanlarına yeni durumlar verdi.,Şirket çalışanlarını yeni durumlar verdi.,çalışanlarına,çalışanlarını,verdi,argument_structure,ditransitive
Yönetmen ekibine son direktifleri verdi.,Yönetmen ekibini son direktifleri verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Arkadaşım bana yeni bir animasyon önerdi.,Arkadaşım benle yeni bir animasyon önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Yönetmen ekibine son direktifleri verdi.,Yönetmen ekibini son direktifleri verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Belki sana bu konudaki fikirlerinden bahsetmiştir.,Belki seni bu konudaki fikirlerinden bahsetmiştir.,sana,seni,bahsetmiştir,argument_structure,ditransitive
Gelin gerdanlığı babasına hediye etti.,Gelin gerdanlığa babasına hediye etti.,gerdanlığı,gerdanlığa,hediye etti,argument_structure,ditransitive
Küçükken ekmeğimi hep yemeğe banardım.,Küçükken ekmeğimde hep yemeğe banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Şu halde garson müşterilere yemekleri servis etti.,Şu halde garson müşterileri yemekleri servis etti.,müşterilere,müşterileri,servis etti,argument_structure,ditransitive
Kasap bana en iyi alttan ayırdı.,Kasap beni en iyi alttan ayırdı.,bana,beni,ayırdı,argument_structure,ditransitive
Dedem bana eski hikayeler anlattı.,Dedem beni eski hikayeler anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Mahalledeki çocuklar ailenin camına yine taş atıyor.,Mahalledeki çocuklar ailenin camını yine taş atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Oğlum bisikleti arkadaşına ödünç verdi.,Oğlum bisikletle arkadaşına ödünç verdi.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Antrenör sporculara yeni taktikler öğretti.,Antrenör sporcuları yeni taktikler öğretti.,sporculara,sporcuları,öğretti,argument_structure,ditransitive
Kasap bana en iyi balıktan ayırdı.,Kasap beni en iyi balıktan ayırdı.,bana,beni,ayırdı,argument_structure,ditransitive
Çocuk babasına en sevdiği aleti verdi.,Çocuk babasını en sevdiği aleti verdi.,babasına,babasını,verdi,argument_structure,ditransitive
Küçükken ekmeğimi hep sıvıya banardım.,Küçükken ekmeğimde hep sıvıya banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Dedem bana devrimci hatıralarını anlattı.,Dedem beni devrimci hatıralarını anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Annem abime yeni bir disket aldı.,Annem abimi yeni bir disket aldı.,abime,abimi,aldı,argument_structure,ditransitive
Garson müşterilere yemekleri servis etti.,Garson müşterileri yemekleri servis etti.,müşterilere,müşterileri,servis etti,argument_structure,ditransitive
Arkadaşım bana yeni bir defter önerdi.,Arkadaşım beni yeni bir defter önerdi.,bana,beni,önerdi,argument_structure,ditransitive
Dün gece kızı apar topar hastaya götürdük.,Dün gece kıza apar topar hastaya götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Mahalledeki çocuklar konutun camına yine taş atıyor.,Mahalledeki çocuklar konutun camını yine taş atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Yıllardır kendini sadece sanatına adamış.,Yıllardır kendinden sadece sanatına adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Mahalledeki bebekler dükkanın camına yine top atıyor.,Mahalledeki bebekler dükkanın camını yine top atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Babam bugün markette ilkokul kızıma rastlamış.,Babam bugün marketi ilkokul kızıma rastlamış.,markette,marketi,rastlamış,argument_structure,ditransitive
Annem abime yeni bir ajan aldı.,Annem abimi yeni bir ajan aldı.,abime,abimi,aldı,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete babamı yolladı.,Dün sütü ben aldığım için annem markette babamı yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Antrenör sporculara antrenman eğitimi hazırladı.,Antrenör sporcuları antrenman eğitimi hazırladı.,sporculara,sporcuları,hazırladı,argument_structure,ditransitive
Doğum günüm diye kap bana limonata ısmarladı.,Doğum günüm diye kap beni limonata ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Antrenör takıma farklı senaryolar öğretti.,Antrenör takımı farklı senaryolar öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Kasap bana en güzel sebzelerden ayırdı.,Kasap beni en güzel sebzelerden ayırdı.,bana,benle,ayırdı,argument_structure,ditransitive
Küçük çocuk annesine vitrindeki giysiyi gösterdi.,Küçük çocuk annesini vitrindeki giysiyi gösterdi.,annesine,annesini,gösterdi,argument_structure,ditransitive
Çocuk annesine yeni bir şarkı söyledi.,Çocuk annesini yeni bir şarkı söyledi.,annesine,annesini,söyledi,argument_structure,ditransitive
Yıllardır kendini sadece işine adamış.,Yıllardır kendinden sadece işine adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Gelin altın bileziği görümcesine hediye etti.,Gelin altın bilezikle görümcesine hediye etti.,bileziği,bilezikle,hediye etti,argument_structure,ditransitive
Antrenör sporculara yeni pozisyonlar öğretti.,Antrenör sporcuları yeni pozisyonlar öğretti.,sporculara,sporcuları,öğretti,argument_structure,ditransitive
Yönetmen ekibine son emirleri verdi.,Yönetmen ekibini son emirleri verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Dedem torunlarına masallar anlattı.,Dedem torunlarını masallar anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Yönetmen sanatçılara kariyerlerini dağıttı.,Yönetmen sanatçıları kariyerlerini dağıttı.,sanatçılara,sanatçıları,dağıttı,argument_structure,ditransitive
Arkadaşım bana sahne bileti aldı.,Arkadaşım beni sahne bileti aldı.,bana,beni,aldı,argument_structure,ditransitive
Arkadaşım bana yeni bir filmi önerdi.,Arkadaşım benle yeni bir filmi önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Yıllardır kendini sadece ailene adamış.,Yıllardır kendinden sadece ailene adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Dedem torunlarına romanlar anlattı.,Dedem torunlarını romanlar anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Kız arkadaşına kahveyi hiç düşünmeden verdi.,Kız arkadaşından kahveyi hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Yönetmen oyunculara kimliklerini dağıttı.,Yönetmen oyuncuları kimliklerini dağıttı.,oyunculara,oyuncuları,dağıttı,argument_structure,ditransitive
Dileklerini yazdığı kartı bir hayvanın dalına bağladı.,Dileklerini yazdığı karta bir hayvanın dalına bağladı.,kartı,karta,bağladı,argument_structure,ditransitive
Arkadaşım bana en son yorumları verdi.,Arkadaşım beni en son yorumları verdi.,bana,beni,verdi,argument_structure,ditransitive
Kuzenim kediyi bahçeye götürdü.,Kuzenim kediye bahçeye götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Anne bebeğine sudunu kaşıkla verdi.,Anne bebeğini sudunu kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Yanlış projeler halkı yoksulluğa mahkum etti.,Yanlış projeler halkla yoksulluğa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Asistanı dosyaları sandalyesine getirdi.,Asistanı dosyalarla sandalyesine getirdi.,dosyaları,dosyalarla,getirdi,argument_structure,ditransitive
Yazar okurlarına yeni romanını tanıttı.,Yazar okurlarını yeni romanını tanıttı.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Takı etkininde damadın yakasına çeyrek altın taktılar.,Takı etkininde damadın yakasını çeyrek altın taktılar.,yakasına,yakasını,taktılar,argument_structure,ditransitive
Manav bize en lezzetli sebzelerden ayırdı.,Manav bizi en lezzetli sebzelerden ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Yönetmen ekibine son kararları verdi.,Yönetmen ekibini son kararları verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete kardeşimi yolladı.,Dün sütü ben aldığım için annem markette kardeşimi yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Arkadaşım bana son gelişmeleri anlattı.,Arkadaşım beni son gelişmeleri anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Kız arkadaşına gofreti hiç düşünmeden verdi.,Kız arkadaşından gofreti hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Annem kekin içine biraz elma koyar.,Annem kekin içini biraz elma koyar.,içine,içini,koyar,argument_structure,ditransitive
Arkadaşım bana doğum günü promosyonu aldı.,Arkadaşım beni doğum günü promosyonu aldı.,bana,beni,aldı,argument_structure,ditransitive
Manav bize en lezzetli topraklardan ayırdı.,Manav bizi en lezzetli topraklardan ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Dün gece kızı apar topar laboratuvara götürdük.,Dün gece kıza apar topar laboratuvara götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Annem kardeşime yeni bir defter aldı.,Annem kardeşimi yeni bir defter aldı.,kardeşime,kardeşimi,aldı,argument_structure,ditransitive
Şu halde belki sana bu konudaki fikirlerinden bahsetmiştir.,Şu halde belki seni bu konudaki fikirlerinden bahsetmiştir.,sana,seni,bahsetmiştir,argument_structure,ditransitive
Bu ödülü düzen bozan engellere ithaf ediyorum.,Bu ödüle düzen bozan engellere ithaf ediyorum.,ödülü,ödüle,ithaf ediyorum,argument_structure,ditransitive
Bu ödülü düzen bozan insanlara ithaf ediyorum.,Bu ödüle düzen bozan insanlara ithaf ediyorum.,ödülü,ödüle,ithaf ediyorum,argument_structure,ditransitive
Evlerinin arka bahçesine erik ağacı dikmişler.,Evlerinin arka bahçesinden erik ağacı dikmişler.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Halam bana kılıf hediye etti.,Halam beni kılıf hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Oğlum topu sevgiline ödünç verdi.,Oğlum topla sevgiline ödünç verdi.,topu,topla,ödünç verdi,argument_structure,ditransitive
Öğretmen öğrencilere bol bol müzik okumalarını tavsiye etti.,Öğretmen öğrencileri bol bol müzik okumalarını tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Anlaşılan babam yeni telefonunu bana verdi.,Anlaşılan babam yeni telefonuna bana verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Çocuk dedesine en sevdiği oyu verdi.,Çocuk dedesini en sevdiği oyu verdi.,dedesine,dedesini,verdi,argument_structure,ditransitive
Kuzenim köpeği otele götürdü.,Kuzenim köpeğe otele götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Manav bize en lezzetli bitkilerden ayırdı.,Manav bizi en lezzetli bitkilerden ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Teyzem kitapları kadınlara dağıttı.,Teyzem kitaplara kadınlara dağıttı.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Yazar okurlarına yeni makaleni tanıttı.,Yazar okurlarını yeni makaleni tanıttı.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Üzerime koca bir bardak yumurtayı döktüm.,Üzerimde koca bir bardak yumurtayı döktüm.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
Annem pastanın üstüne biraz dondurma koyar.,Annem pastanın üstünü biraz dondurma koyar.,üstüne,üstünü,koyar,argument_structure,ditransitive
Çocuk dedesine en sevdiği videoyu verdi.,Çocuk dedesini en sevdiği videoyu verdi.,dedesine,dedesini,verdi,argument_structure,ditransitive
Kız babam köpeği komşuya götürdü.,Kız babam köpeğe komşuya götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Antrenör atletlere beslenme takvimi hazırladı.,Antrenör atletleri beslenme takvimi hazırladı.,atletlere,atletleri,hazırladı,argument_structure,ditransitive
Çocuk babasına en sevdiği giysiyi verdi.,Çocuk babasını en sevdiği giysiyi verdi.,babasına,babasını,verdi,argument_structure,ditransitive
Doğum günüm diye barmen bana alkol ısmarladı.,Doğum günüm diye barmen beni alkol ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Kılçıklarını temizlediğiniz mezgiti galeta maddene bulayın.,Kılçıklarını temizlediğiniz mezgite galeta maddene bulayın.,mezgiti,mezgite,bulayın,argument_structure,ditransitive
Şirket çalışanlarına yeni görevler verdi.,Şirket çalışanlarını yeni görevler verdi.,çalışanlarına,çalışanlarını,verdi,argument_structure,ditransitive
Evlerinin bahçesine zeytin fidanı dikmişler.,Evlerinin bahçesinden zeytin fidanı dikmişler.,bahçesine,bahçesinden,dikmişler,argument_structure,ditransitive
Küçükken ekmeğimi hep salatanın suyuna banardım.,Küçükken ekmeğimde hep salatanın suyuna banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Yönetmen oyunculara son sembolleri verdi.,Yönetmen oyuncuları son sembolleri verdi.,oyunculara,oyuncuları,verdi,argument_structure,ditransitive
Çocuk babasına başka bir müzik okudu.,Çocuk babasını başka bir müzik okudu.,babasına,babasını,okudu,argument_structure,ditransitive
Babam bugün markette lise öğretmenime rastlamış.,Babam bugün marketi lise öğretmenime rastlamış.,markette,marketi,rastlamış,argument_structure,ditransitive
Antrenör sporculara yeni stratejiler öğretti.,Antrenör sporcuları yeni stratejiler öğretti.,sporculara,sporcuları,öğretti,argument_structure,ditransitive
Yönetmen oyunculara kartlarını dağıttı.,Yönetmen oyuncuları kartlarını dağıttı.,oyunculara,oyuncuları,dağıttı,argument_structure,ditransitive
Halam bana el kolu bir kazak hediye etti.,Halam beni el kolu bir kazak hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Anlaşılıyor ki babam yeni telefonunu bana verdi.,Anlaşılıyor ki babam yeni telefonuna bana verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Kız arkadaşına şekeri hiç düşünmeden verdi.,Kız arkadaşından şekeri hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Yönetmen oyunculara son talimatları verdi.,Yönetmen oyuncuları son talimatları verdi.,oyunculara,oyuncuları,verdi,argument_structure,ditransitive
Küçük çocuk teyzesine mağazadaki arabayı gösterdi.,Küçük çocuk teyzesini mağazadaki arabayı gösterdi.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Dedem torunlarına sorular anlattı.,Dedem torunlarını sorular anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Üzerime koca bir bardak tuzu döktüm.,Üzerimde koca bir bardak tuzu döktüm.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
Takı töreninde geline burma takip taktılar.,Takı töreninde gelini burma takip taktılar.,geline,gelini,taktılar,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen bayanlara ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen bayanlara ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Şu halde babam yeni telefonunu bana verdi.,Şu halde babam yeni telefonuna bana verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Dün peyniri ben aldığım için annem bakkala kardeşimi yolladı.,Dün peyniri ben aldığım için annem bakkalda kardeşimi yolladı.,bakkala,bakkalda,yolladı,argument_structure,ditransitive
Küçük genç teyzesine mağazadaki oyuncağı gösterdi.,Küçük genç teyzesini mağazadaki oyuncağı gösterdi.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Çocuk babasına en sevdiği oyuncağı verdi.,Çocuk babasını en sevdiği oyuncağı verdi.,babasına,babasını,verdi,argument_structure,ditransitive
Belki sana bu konudaki hayallerinden bahsetmiştir.,Belki seni bu konudaki hayallerinden bahsetmiştir.,sana,seni,bahsetmiştir,argument_structure,ditransitive
Annem pastanın üstüne biraz karamel koyar.,Annem pastanın üstünü biraz karamel koyar.,üstüne,üstünü,koyar,argument_structure,ditransitive
Belki sana bu konudaki hedeflerinden bahsetmiştir.,Belki seni bu konudaki hedeflerinden bahsetmiştir.,sana,seni,bahsetmiştir,argument_structure,ditransitive
Küçükken ekmeğimi hep çorbaya banardım.,Küçükken ekmeğimde hep çorbaya banardım.,ekmeğimi,ekmeğimde,banardım,argument_structure,ditransitive
Antrenör atletlere beslenme planı hazırladı.,Antrenör atletleri beslenme planı hazırladı.,atletlere,atletleri,hazırladı,argument_structure,ditransitive
Garson misafirlere yemekleri servis etti.,Garson misafirleri yemekleri servis etti.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Anne bebeğine mamasını kaşıkla verdi.,Anne bebeğini mamasını kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Kuzenim köpeği havuza götürdü.,Kuzenim köpeğe havuza götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Babam sonra markette ilkokul öğretmenime rastlamış.,Babam sonra marketi ilkokul öğretmenime rastlamış.,markette,marketi,rastlamış,argument_structure,ditransitive
Takı töreninde geline burma kolye taktılar.,Takı töreninde gelini burma kolye taktılar.,geline,gelini,taktılar,argument_structure,ditransitive
Teyzem oyuncakları ebeveynlere dağıttı.,Teyzem oyuncaklara ebeveynlere dağıttı.,oyuncakları,oyuncaklara,dağıttı,argument_structure,ditransitive
Asistanı dosyaları masasına getirdi.,Asistanı dosyalarla masasına getirdi.,dosyaları,dosyalarla,getirdi,argument_structure,ditransitive
Arkadaşım bana orkestra bileti aldı.,Arkadaşım beni orkestra bileti aldı.,bana,beni,aldı,argument_structure,ditransitive
Belki size bu konudaki eylemlerinden bahsetmiştir.,Belki sizi bu konudaki eylemlerinden bahsetmiştir.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Teyzem kitapları çocuklara dağıttı.,Teyzem kitaplara çocuklara dağıttı.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Kız ablasına kutuyu hiç beklemeden verdi.,Kız ablasından kutuyu hiç beklemeden verdi.,ablasına,ablasından,verdi,argument_structure,ditransitive
Oğlum bisikleti babana ödünç verdi.,Oğlum bisikletle babana ödünç verdi.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Babam bugün parkta okul öğretmenime rastlamış.,Babam bugün parkı okul öğretmenime rastlamış.,parkta,parkı,rastlamış,argument_structure,ditransitive
