good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Yani onun doğruyu söylediğine inanıyorum.,Yani onun doğruyu söylediğini inanıyorum.,söylediğine,söylediğini,inanıyorum,argument_structure,transitive
Anlaşılan onun doğruyu söylediğine inanıyorum.,Anlaşılan onun doğruyu söylediğini inanıyorum.,söylediğine,söylediğini,inanıyorum,argument_structure,transitive
Şu halde onun doğruyu söylediğine inanıyorum.,Şu halde onun doğruyu söylediğini inanıyorum.,söylediğine,söylediğini,inanıyorum,argument_structure,transitive
Tatile çıkma planına çok ısındım.,Tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Şu halde tatile çıkma planına çok ısındım.,Şu halde tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Görünüşe göre tatile çıkma planına çok ısındım.,Görünüşe göre tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Anlaşılan tatile çıkma planına çok ısındım.,Anlaşılan tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Yani tatile çıkma planına çok ısındım.,Yani tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Belli ki tatile çıkma planına çok ısındım.,Belli ki tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
O halde tatile çıkma planına çok ısındım.,O halde tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Öyle görünüyor ki tatile çıkma planına çok ısındım.,Öyle görünüyor ki tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Demek ki tatile çıkma planına çok ısındım.,Demek ki tatile çıkma planını çok ısındım.,planına,planını,ısındım,argument_structure,transitive
Şu halde bu olaya çok üzüldüler.,Şu halde bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Belli ki bu olaya çok üzüldüler.,Belli ki bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Anlaşılıyor ki bu olaya çok üzüldüler.,Anlaşılıyor ki bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Görünüşe göre bu olaya çok üzüldüler.,Görünüşe göre bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Öyle görünüyor ki bu olaya çok üzüldüler.,Öyle görünüyor ki bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
O halde bu olaya çok üzüldüler.,O halde bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Demek ki bu olaya çok üzüldüler.,Demek ki bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Yani bu olaya çok üzüldüler.,Yani bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Anlaşılan bu olaya çok üzüldüler.,Anlaşılan bu olayı çok üzüldüler.,olaya,olayı,üzüldüler,argument_structure,transitive
Yeni projeye başlamaya karar verdiler.,Yeni projeye başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Yeni hizmete başlamaya karar verdiler.,Yeni hizmete başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Yeni filme başlamaya karar verdiler.,Yeni filme başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Yeni taka başlamaya karar verdiler.,Yeni taka başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Yeni firmaya başlamaya karar verdiler.,Yeni firmaya başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Yeni modele başlamaya karar verdiler.,Yeni modele başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Yani yeni projeye başlamaya karar verdiler.,Yani yeni projeye başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Demek ki yeni projeye başlamaya karar verdiler.,Demek ki yeni projeye başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
O halde yeni projeye başlamaya karar verdiler.,O halde yeni projeye başlamayı karar verdiler.,başlamaya,başlamayı,karar verdiler,argument_structure,transitive
Belli ki onun cevabına çok şaşırdım.,Belli ki onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Yani onun cevabına çok şaşırdım.,Yani onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Şu halde onun cevabına çok şaşırdım.,Şu halde onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Anlaşılan onun cevabına çok şaşırdım.,Anlaşılan onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Demek ki onun cevabına çok şaşırdım.,Demek ki onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
O halde onun cevabına çok şaşırdım.,O halde onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Anlaşılıyor ki onun cevabına çok şaşırdım.,Anlaşılıyor ki onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Öyle görünüyor ki onun cevabına çok şaşırdım.,Öyle görünüyor ki onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Görünüşe göre onun cevabına çok şaşırdım.,Görünüşe göre onun cevabını çok şaşırdım.,cevabına,cevabını,şaşırdım,argument_structure,transitive
Belli ki bu heykellere hayran kaldım.,Belli ki bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Anlaşılıyor ki bu heykellere hayran kaldım.,Anlaşılıyor ki bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Demek ki bu heykellere hayran kaldım.,Demek ki bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Yani bu heykellere hayran kaldım.,Yani bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Anlaşılan bu heykellere hayran kaldım.,Anlaşılan bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Görünüşe göre bu heykellere hayran kaldım.,Görünüşe göre bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
O halde bu heykellere hayran kaldım.,O halde bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Öyle görünüyor ki bu heykellere hayran kaldım.,Öyle görünüyor ki bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Şu halde bu heykellere hayran kaldım.,Şu halde bu heykelleri hayran kaldım.,heykellere,heykelleri,hayran kaldım,argument_structure,transitive
Ona büyük sevgi duyuyorum.,Onu büyük sevgi duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük nezaket duyuyorum.,Onu büyük nezaket duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük onur duyuyorum.,Onu büyük onur duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük ilgi duyuyorum.,Onu büyük ilgi duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük hayran duyuyorum.,Onu büyük hayran duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük rica duyuyorum.,Onu büyük rica duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük saygı duyuyorum.,Onu büyük saygı duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük takdir duyuyorum.,Onu büyük takdir duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Ona büyük şeref duyuyorum.,Onu büyük şeref duyuyorum.,ona,onu,duyuyorum,argument_structure,transitive
Demek ki yeni bir kursa girdim.,Demek ki yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Anlaşılıyor ki yeni bir kursa girdim.,Anlaşılıyor ki yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Belli ki yeni bir kursa girdim.,Belli ki yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Yani yeni bir kursa girdim.,Yani yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Anlaşılan yeni bir kursa girdim.,Anlaşılan yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Öyle görünüyor ki yeni bir kursa girdim.,Öyle görünüyor ki yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Görünüşe göre yeni bir kursa girdim.,Görünüşe göre yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
O halde yeni bir kursa girdim.,O halde yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Şu halde yeni bir kursa girdim.,Şu halde yeni bir kursu girdim.,kursa,kursu,girdim,argument_structure,transitive
Ona koşulsuz direnç oluyorum.,Onu koşulsuz direnç oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz fren oluyorum.,Onu koşulsuz fren oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz teşvik oluyorum.,Onu koşulsuz teşvik oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz tedavi oluyorum.,Onu koşulsuz tedavi oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz katkı oluyorum.,Onu koşulsuz katkı oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz kuvvet oluyorum.,Onu koşulsuz kuvvet oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz ihtiyaç oluyorum.,Onu koşulsuz ihtiyaç oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz yetersiz oluyorum.,Onu koşulsuz yetersiz oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Ona koşulsuz engel oluyorum.,Onu koşulsuz engel oluyorum.,ona,onu,oluyorum,argument_structure,transitive
Bu fikre çok önem veriyoruz.,Bu fikri çok önem veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok işaret veriyoruz.,Bu fikri çok işaret veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok bilgi veriyoruz.,Bu fikri çok bilgi veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok risk veriyoruz.,Bu fikri çok risk veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok ilgi veriyoruz.,Bu fikri çok ilgi veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok haber veriyoruz.,Bu fikri çok haber veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok görev veriyoruz.,Bu fikri çok görev veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok vurgu veriyoruz.,Bu fikri çok vurgu veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Bu fikre çok destek veriyoruz.,Bu fikri çok destek veriyoruz.,fikre,fikri,veriyoruz,argument_structure,transitive
Görünüşe göre son gelişmeye çok şaşırdım.,Görünüşe göre son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
O halde son gelişmeye çok şaşırdım.,O halde son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Anlaşılan son gelişmeye çok şaşırdım.,Anlaşılan son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Yani son gelişmeye çok şaşırdım.,Yani son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Şu halde son gelişmeye çok şaşırdım.,Şu halde son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Belli ki son gelişmeye çok şaşırdım.,Belli ki son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Öyle görünüyor ki son gelişmeye çok şaşırdım.,Öyle görünüyor ki son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Anlaşılıyor ki son gelişmeye çok şaşırdım.,Anlaşılıyor ki son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Demek ki son gelişmeye çok şaşırdım.,Demek ki son gelişmeyi çok şaşırdım.,gelişmeye,gelişmeyi,şaşırdım,argument_structure,transitive
Sana her saat güveniyorum.,Seni her saat güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Sana her tarih güveniyorum.,Seni her tarih güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Sana her gün güveniyorum.,Seni her gün güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Sana her olay güveniyorum.,Seni her olay güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Sana her faktör güveniyorum.,Seni her faktör güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Sana her say güveniyorum.,Seni her say güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Sana her takvim güveniyorum.,Seni her takvim güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Sana her done güveniyorum.,Seni her done güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Belli ki sana her zaman güveniyorum.,Belli ki seni her zaman güveniyorum.,sana,seni,güveniyorum,argument_structure,transitive
Bu yarışmaya gece çalıştım.,Bu yarışmayı gece çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Anlaşılıyor ki bu yarışmaya günlerce çalıştım.,Anlaşılıyor ki bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
O halde bu yarışmaya günlerce çalıştım.,O halde bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Belli ki bu yarışmaya günlerce çalıştım.,Belli ki bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Şu halde bu yarışmaya günlerce çalıştım.,Şu halde bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Öyle görünüyor ki bu yarışmaya günlerce çalıştım.,Öyle görünüyor ki bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Demek ki bu yarışmaya günlerce çalıştım.,Demek ki bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Anlaşılan bu yarışmaya günlerce çalıştım.,Anlaşılan bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
Yani bu yarışmaya günlerce çalıştım.,Yani bu yarışmayı günlerce çalıştım.,yarışmaya,yarışmayı,çalıştım,argument_structure,transitive
O halde onun söylediklerine katılıyorum.,O halde onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Anlaşılan onun söylediklerine katılıyorum.,Anlaşılan onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Anlaşılıyor ki onun söylediklerine katılıyorum.,Anlaşılıyor ki onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Demek ki onun söylediklerine katılıyorum.,Demek ki onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Yani onun söylediklerine katılıyorum.,Yani onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Şu halde onun söylediklerine katılıyorum.,Şu halde onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Öyle görünüyor ki onun söylediklerine katılıyorum.,Öyle görünüyor ki onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Belli ki onun söylediklerine katılıyorum.,Belli ki onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Görünüşe göre onun söylediklerine katılıyorum.,Görünüşe göre onun söylediklerini katılıyorum.,söylediklerine,söylediklerini,katılıyorum,argument_structure,transitive
Yani şu yeniliklere oldum olası alışamadım.,Yani şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Görünüşe göre şu yeniliklere oldum olası alışamadım.,Görünüşe göre şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Anlaşılıyor ki şu yeniliklere oldum olası alışamadım.,Anlaşılıyor ki şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Belli ki şu yeniliklere oldum olası alışamadım.,Belli ki şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Demek ki şu yeniliklere oldum olası alışamadım.,Demek ki şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Anlaşılan şu yeniliklere oldum olası alışamadım.,Anlaşılan şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
O halde şu yeniliklere oldum olası alışamadım.,O halde şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Öyle görünüyor ki şu yeniliklere oldum olası alışamadım.,Öyle görünüyor ki şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Şu halde şu yeniliklere oldum olası alışamadım.,Şu halde şu yenilikleri oldum olası alışamadım.,yeniliklere,yenilikleri,alışamadım,argument_structure,transitive
Babamın öğütlerine göz verdim.,Babamın öğütlerini göz verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine boğaz verdim.,Babamın öğütlerini boğaz verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine tıp verdim.,Babamın öğütlerini tıp verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine buru verdim.,Babamın öğütlerini buru verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine bey verdim.,Babamın öğütlerini bey verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine omurilik verdim.,Babamın öğütlerini omurilik verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine ge verdim.,Babamın öğütlerini ge verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine boy verdim.,Babamın öğütlerini boy verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Babamın öğütlerine kalp verdim.,Babamın öğütlerini kalp verdim.,öğütlerine,öğütlerini,verdim,argument_structure,transitive
Seminere katılmaya karar verdim.,Semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Anlaşılan seminere katılmaya karar verdim.,Anlaşılan semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Anlaşılıyor ki seminere katılmaya karar verdim.,Anlaşılıyor ki semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Belli ki seminere katılmaya karar verdim.,Belli ki semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Yani seminere katılmaya karar verdim.,Yani semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Şu halde seminere katılmaya karar verdim.,Şu halde semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Öyle görünüyor ki seminere katılmaya karar verdim.,Öyle görünüyor ki semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Görünüşe göre seminere katılmaya karar verdim.,Görünüşe göre semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Demek ki seminere katılmaya karar verdim.,Demek ki semineri katılmayı karar verdim.,katılmaya,katılmayı,karar verdim,argument_structure,transitive
Öyle görünüyor ki kumara fazla kapılmamalısın.,Öyle görünüyor ki kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Belli ki kumara fazla kapılmamalısın.,Belli ki kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Anlaşılıyor ki kumara fazla kapılmamalısın.,Anlaşılıyor ki kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
O halde kumara fazla kapılmamalısın.,O halde kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Anlaşılan kumara fazla kapılmamalısın.,Anlaşılan kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Görünüşe göre kumara fazla kapılmamalısın.,Görünüşe göre kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Yani kumara fazla kapılmamalısın.,Yani kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Demek ki kumara fazla kapılmamalısın.,Demek ki kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Şu halde kumara fazla kapılmamalısın.,Şu halde kumarı fazla kapılmamalısın.,kumara,kumarı,kapılmamalısın,argument_structure,transitive
Dün söylediklerinden sonra sana çok kırıldım.,Dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Belli ki dün söylediklerinden sonra sana çok kırıldım.,Belli ki dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
O halde dün söylediklerinden sonra sana çok kırıldım.,O halde dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Yani dün söylediklerinden sonra sana çok kırıldım.,Yani dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Demek ki dün söylediklerinden sonra sana çok kırıldım.,Demek ki dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Anlaşılan dün söylediklerinden sonra sana çok kırıldım.,Anlaşılan dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Görünüşe göre dün söylediklerinden sonra sana çok kırıldım.,Görünüşe göre dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Öyle görünüyor ki dün söylediklerinden sonra sana çok kırıldım.,Öyle görünüyor ki dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Anlaşılıyor ki dün söylediklerinden sonra sana çok kırıldım.,Anlaşılıyor ki dün söylediklerinden sonra seni çok kırıldım.,sana,seni,kırıldım,argument_structure,transitive
Konsere katılmayı düşünüyorlar.,Konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Şu halde konsere katılmayı düşünüyorlar.,Şu halde konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Demek ki konsere katılmayı düşünüyorlar.,Demek ki konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
O halde konsere katılmayı düşünüyorlar.,O halde konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Görünüşe göre konsere katılmayı düşünüyorlar.,Görünüşe göre konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Anlaşılan konsere katılmayı düşünüyorlar.,Anlaşılan konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Yani konsere katılmayı düşünüyorlar.,Yani konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Anlaşılıyor ki konsere katılmayı düşünüyorlar.,Anlaşılıyor ki konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Öyle görünüyor ki konsere katılmayı düşünüyorlar.,Öyle görünüyor ki konsere katılmaya düşünüyorlar.,katılmayı,katılmaya,düşünüyorlar,argument_structure,transitive
Gözden kaçan detaya çok üzüldüm.,Gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Anlaşılıyor ki gözden kaçan detaya çok üzüldüm.,Anlaşılıyor ki gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Belli ki gözden kaçan detaya çok üzüldüm.,Belli ki gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
O halde gözden kaçan detaya çok üzüldüm.,O halde gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Öyle görünüyor ki gözden kaçan detaya çok üzüldüm.,Öyle görünüyor ki gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Demek ki gözden kaçan detaya çok üzüldüm.,Demek ki gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Görünüşe göre gözden kaçan detaya çok üzüldüm.,Görünüşe göre gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Anlaşılan gözden kaçan detaya çok üzüldüm.,Anlaşılan gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Yani gözden kaçan detaya çok üzüldüm.,Yani gözden kaçan detayı çok üzüldüm.,detaya,detayı,üzüldüm,argument_structure,transitive
Anlaşılıyor ki tartışmaya girmeyi sevmem.,Anlaşılıyor ki tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Yani tartışmaya girmeyi sevmem.,Yani tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
O halde tartışmaya girmeyi sevmem.,O halde tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Demek ki tartışmaya girmeyi sevmem.,Demek ki tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Şu halde tartışmaya girmeyi sevmem.,Şu halde tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Anlaşılan tartışmaya girmeyi sevmem.,Anlaşılan tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Görünüşe göre tartışmaya girmeyi sevmem.,Görünüşe göre tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Öyle görünüyor ki tartışmaya girmeyi sevmem.,Öyle görünüyor ki tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Belli ki tartışmaya girmeyi sevmem.,Belli ki tartışmaya girmeye sevmem.,girmeyi,girmeye,sevmem,argument_structure,transitive
Seni orda görmeye son zamanlarda iyice alıştım.,Seni orda görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Seni yerde görmeye son zamanlarda iyice alıştım.,Seni yerde görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Seni yukarda görmeye son zamanlarda iyice alıştım.,Seni yukarda görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Seni dışta görmeye son zamanlarda iyice alıştım.,Seni dışta görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
Seni ileride görmeye son zamanlarda iyice alıştım.,Seni ileride görmeyi son zamanlarda iyice alıştım.,görmeye,görmeyi,alıştım,argument_structure,transitive
